player_id,name,club,status,match_score,ea_overall,detail
LEE20,Daniel James,LEE,AMBIGUOUS(5),,
LEE20,Daniel James,LEE,MATCHED,score=1.00,ea_overall=84,attrs_from_ea=25
LEE21,Noah Okafor,LEE,MATCHED,score=1.00,ea_overall=76,attrs_from_ea=25
LEE22,Dominic Calvert-Lewin,LEE,MATCHED,score=1.00,ea_overall=74,attrs_from_ea=25
LIV01,Alisson Becker,LIV,MATCHED,score=1.00,ea_overall=89,attrs_from_ea=29
LIV02,Giorgi Mamardashvili,LIV,MATCHED,score=1.00,ea_overall=84,attrs_from_ea=29
LIV03,Armin Pecsi,LIV,MATCHED,score=1.00,ea_overall=64,attrs_from_ea=29
LIV04,Conor Bradley,LIV,MATCHED,score=1.00,ea_overall=78,attrs_from_ea=25
LIV05,Jeremie Frimpong,LIV,MATCHED,score=1.00,ea_overall=83,attrs_from_ea=25
LIV06,Milos Kerkez,LIV,MATCHED,score=1.00,ea_overall=82,attrs_from_ea=25
LIV07,Giovanni Leoni,LIV,MATCHED,score=1.00,ea_overall=69,attrs_from_ea=25
LIV08,Jeremy Jacquet,LIV,AMBIGUOUS(2),,
LIV08,Jeremy Jacquet,LIV,MATCHED,score=1.00,ea_overall=62,attrs_from_ea=25
LIV09,Virgil van Dijk,LIV,MATCHED,score=1.00,ea_overall=90,attrs_from_ea=25
LIV10,Joe Gomez,LIV,MATCHED,score=1.00,ea_overall=79,attrs_from_ea=25
LIV11,Wataru Endo,LIV,MATCHED,score=1.00,ea_overall=79,attrs_from_ea=25
LIV12,Ryan Gravenberch,LIV,MATCHED,score=1.00,ea_overall=85,attrs_from_ea=25
LIV13,Alexis Mac Allister,LIV,MATCHED,score=1.00,ea_overall=87,attrs_from_ea=25
LIV14,Dominik Szoboszlai,LIV,MATCHED,score=1.00,ea_overall=83,attrs_from_ea=25
LIV15,Curtis Jones,LIV,AMBIGUOUS(2),,
LIV15,Curtis Jones,LIV,MATCHED,score=1.00,ea_overall=80,attrs_from_ea=25
LIV16,Victor Munoz,LIV,MATCHED,score=1.00,ea_overall=65,attrs_from_ea=25
LIV17,Florian Wirtz,LIV,MATCHED,score=1.00,ea_overall=89,attrs_from_ea=25
LIV18,Bradley Barcola,LIV,MATCHED,score=1.00,ea_overall=84,attrs_from_ea=25
LIV19,Cody Gakpo,LIV,MATCHED,score=1.00,ea_overall=84,attrs_from_ea=25
LIV20,Federico Chiesa,LIV,MATCHED,score=1.00,ea_overall=81,attrs_from_ea=25
LIV21,Hugo Ekitike,LIV,MATCHED,score=1.00,ea_overall=83,attrs_from_ea=25
LIV22,Alexander Isak,LIV,MATCHED,score=1.00,ea_overall=88,attrs_from_ea=25
LIV23,Rio Ngumoha,LIV,MATCHED,score=1.00,ea_overall=68,attrs_from_ea=25
MCI01,Gianluigi Donnarumma,MCI,MATCHED,score=1.00,ea_overall=89,attrs_from_ea=29
MCI02,Stefan Ortega,MCI,MATCHED,score=1.00,ea_overall=79,attrs_from_ea=29
MCI03,Ruben Dias,MCI,MATCHED,score=1.00,ea_overall=86,attrs_from_ea=25
MCI04,Josko Gvardiol,MCI,MATCHED,score=1.00,ea_overall=84,attrs_from_ea=25
MCI05,Abdukodir Khusanov,MCI,MATCHED,score=1.00,ea_overall=77,attrs_from_ea=25
MCI06,Rico Lewis,MCI,MATCHED,score=1.00,ea_overall=77,attrs_from_ea=25
MCI07,Nico O'Reilly,MCI,MATCHED,score=0.93,ea_overall=73,attrs_from_ea=25
MCI08,Rayan Ait-Nouri,MCI,MATCHED,score=1.00,ea_overall=81,attrs_from_ea=25
MCI09,Matheus Nunes,MCI,MATCHED,score=1.00,ea_overall=79,attrs_from_ea=25
MCI10,Enzo Fernandez,MCI,AMBIGUOUS(2),,
MCI10,Enzo Fernandez,MCI,MATCHED,score=1.00,ea_overall=84,attrs_from_ea=25
MCI11,Tijjani Reijnders,MCI,MATCHED,score=1.00,ea_overall=86,attrs_from_ea=25
MCI12,Rayan Cherki,MCI,MATCHED,score=1.00,ea_overall=81,attrs_from_ea=25
MCI13,Elliot Anderson,MCI,MATCHED,score=1.00,ea_overall=80,attrs_from_ea=25
MCI14,Ayyoub Bouaddi,MCI,MATCHED,score=1.00,ea_overall=75,attrs_from_ea=25
MCI15,Phil Foden,MCI,MATCHED,score=0.96,ea_overall=85,attrs_from_ea=25
MCI16,Oscar Bobb,MCI,MATCHED,score=1.00,ea_overall=72,attrs_from_ea=25
MCI17,Antoine Semenyo,MCI,MATCHED,score=1.00,ea_overall=80,attrs_from_ea=25
MCI18,Jeremy Doku,MCI,MATCHED,score=1.00,ea_overall=80,attrs_from_ea=25
MCI19,Savinho,MCI,MATCHED,score=1.00,ea_overall=82,attrs_from_ea=25
MCI20,Omar Marmoush,MCI,MATCHED,score=1.00,ea_overall=84,attrs_from_ea=25
MCI21,Erling Haaland,MCI,MATCHED,score=0.94,ea_overall=90,attrs_from_ea=25
MUN01,Senne Lammens,MUN,MATCHED,score=1.00,ea_overall=78,attrs_from_ea=29
MUN02,Karl Darlow,MUN,MATCHED,score=1.00,ea_overall=72,attrs_from_ea=29
MUN03,Matthijs de Ligt,MUN,AMBIGUOUS(2),,
MUN03,Matthijs de Ligt,MUN,MATCHED,score=1.00,ea_overall=82,attrs_from_ea=25
MUN04,Leny Yoro,MUN,MATCHED,score=1.00,ea_overall=78,attrs_from_ea=25
MUN05,Lisandro Martinez,MUN,AMBIGUOUS(2),,
MUN05,Lisandro Martinez,MUN,MATCHED,score=1.00,ea_overall=81,attrs_from_ea=25
MUN06,Ayden Heaven,MUN,MATCHED,score=1.00,ea_overall=69,attrs_from_ea=25
MUN07,Diogo Dalot,MUN,AMBIGUOUS(2),,
MUN07,Diogo Dalot,MUN,MATCHED,score=1.00,ea_overall=79,attrs_from_ea=25
MUN08,Noussair Mazraoui,MUN,MATCHED,score=1.00,ea_overall=80,attrs_from_ea=25
MUN09,Patrick Dorgu,MUN,MATCHED,score=1.00,ea_overall=74,attrs_from_ea=25
MUN10,Luke Shaw,MUN,MATCHED,score=1.00,ea_overall=79,attrs_from_ea=25
MUN11,Carlos Baleba,MUN,MATCHED,score=1.00,ea_overall=81,attrs_from_ea=25
MUN12,Youri Tielemans,MUN,MATCHED,score=1.00,ea_overall=85,attrs_from_ea=25
MUN13,Andrey Santos,MUN,AMBIGUOUS(2),,
MUN13,Andrey Santos,MUN,MATCHED,score=1.00,ea_overall=80,attrs_from_ea=25
MUN14,Manuel Ugarte,MUN,AMBIGUOUS(2),,
MUN14,Manuel Ugarte,MUN,MATCHED,score=1.00,ea_overall=79,attrs_from_ea=25
MUN15,Kobbie Mainoo,MUN,MATCHED,score=1.00,ea_overall=77,attrs_from_ea=25
MUN16,Mason Mount,MUN,MATCHED,score=1.00,ea_overall=77,attrs_from_ea=25
MUN17,Bruno Fernandes,MUN,AMBIGUOUS(2),,
MUN17,Bruno Fernandes,MUN,MATCHED,score=1.00,ea_overall=87,attrs_from_ea=25
MUN18,Amad Diallo,MUN,MATCHED,score=1.00,ea_overall=79,attrs_from_ea=25
MUN19,Bryan Mbeumo,MUN,MATCHED,score=1.00,ea_overall=85,attrs_from_ea=25
MUN20,Matheus Cunha,MUN,MATCHED,score=1.00,ea_overall=83,attrs_from_ea=25
MUN21,Benjamin Sesko,MUN,MATCHED,score=1.00,ea_overall=80,attrs_from_ea=25
MUN22,Joshua Zirkzee,MUN,MATCHED,score=1.00,ea_overall=77,attrs_from_ea=25
NEW01,Nick Pope,NEW,MATCHED,score=0.90,ea_overall=81,attrs_from_ea=29
NEW02,Aaron Ramsdale,NEW,MATCHED,score=1.00,ea_overall=77,attrs_from_ea=29
NEW03,Sven Botman,NEW,MATCHED,score=1.00,ea_overall=82,attrs_from_ea=25
NEW04,Malick Thiaw,NEW,MATCHED,score=1.00,ea_overall=78,attrs_from_ea=25
NEW05,Dan Burn,NEW,MATCHED,score=1.00,ea_overall=79,attrs_from_ea=25
NEW06,Jamal Lascelles,NEW,MATCHED,score=0.94,ea_overall=73,attrs_from_ea=25
NEW07,Tino Livramento,NEW,MATCHED,score=0.90,ea_overall=80,attrs_from_ea=25
NEW08,Lewis Hall,NEW,MATCHED,score=1.00,ea_overall=80,attrs_from_ea=25
NEW09,Amar Dedic,NEW,MATCHED,score=1.00,ea_overall=74,attrs_from_ea=25
NEW10,Emil Krafth,NEW,MATCHED,score=1.00,ea_overall=73,attrs_from_ea=25
NEW11,Joelinton,NEW,MATCHED,score=1.00,ea_overall=82,attrs_from_ea=25
NEW12,Nico Gonzalez,NEW,AMBIGUOUS(3),,
NEW12,Nico Gonzalez,NEW,MATCHED,score=1.00,ea_overall=69,attrs_from_ea=25
NEW13,Lewis Miley,NEW,AMBIGUOUS(2),,
NEW13,Lewis Miley,NEW,MATCHED,score=1.00,ea_overall=72,attrs_from_ea=25
NEW14,Sean Steur,NEW,MATCHED,score=1.00,ea_overall=64,attrs_from_ea=25
NEW15,Harvey Barnes,NEW,MATCHED,score=1.00,ea_overall=80,attrs_from_ea=25
NEW16,Matias Fernandez-Pardo,NEW,AMBIGUOUS(2),,
NEW16,Matias Fernandez-Pardo,NEW,MATCHED,score=1.00,ea_overall=75,attrs_from_ea=25
NEW17,Bazoumana Toure,NEW,MATCHED,score=0.90,ea_overall=63,attrs_from_ea=25
NEW18,Anthony Elanga,NEW,MATCHED,score=1.00,ea_overall=81,attrs_from_ea=25
NEW19,Jacob Murphy,NEW,AMBIGUOUS(2),,
NEW19,Jacob Murphy,NEW,MATCHED,score=1.00,ea_overall=81,attrs_from_ea=25
NEW20,William Osula,NEW,MATCHED,score=1.00,ea_overall=68,attrs_from_ea=25
NFO01,Matz Sels,NFO,MATCHED,score=1.00,ea_overall=83,attrs_from_ea=29
NFO02,John Victor,NFO,MATCHED,score=1.00,ea_overall=71,attrs_from_ea=29
NFO03,Ola Aina,NFO,MATCHED,score=0.96,ea_overall=80,attrs_from_ea=25
NFO04,Neco Williams,NFO,MATCHED,score=1.00,ea_overall=78,attrs_from_ea=25
NFO05,Murillo,NFO,AMBIGUOUS(3),,
NFO05,Murillo,NFO,MATCHED,score=1.00,ea_overall=83,attrs_from_ea=25
NFO06,Nikola Milenkovic,NFO,MATCHED,score=1.00,ea_overall=83,attrs_from_ea=25
NFO07,Ousmane Diomande,NFO,MATCHED,score=1.00,ea_overall=80,attrs_from_ea=25
NFO08,Morato,NFO,MATCHED,score=1.00,ea_overall=76,attrs_from_ea=25
NFO09,Alex Moreno,NFO,MATCHED,score=1.00,ea_overall=77,attrs_from_ea=25
NFO10,Ryan Yates,NFO,MATCHED,score=1.00,ea_overall=77,attrs_from_ea=25
NFO11,Douglas Luiz,NFO,MATCHED,score=1.00,ea_overall=80,attrs_from_ea=25
NFO12,Morgan Gibbs-White,NFO,MATCHED,score=1.00,ea_overall=82,attrs_from_ea=25
NFO13,James McAtee,NFO,MATCHED,score=1.00,ea_overall=73,attrs_from_ea=25
NFO14,Callum Hudson-Odoi,NFO,MATCHED,score=1.00,ea_overall=78,attrs_from_ea=25
NFO15,Dan Ndoye,NFO,MATCHED,score=1.00,ea_overall=79,attrs_from_ea=25
NFO16,Omari Hutchinson,NFO,MATCHED,score=1.00,ea_overall=75,attrs_from_ea=25
NFO17,Chris Wood,NFO,MATCHED,score=0.96,ea_overall=82,attrs_from_ea=25
NFO18,Arnaud Kalimuendo,NFO,MATCHED,score=1.00,ea_overall=78,attrs_from_ea=25
SUN01,Robin Roefs,SUN,MATCHED,score=1.00,ea_overall=74,attrs_from_ea=29
SUN02,Anthony Patterson,SUN,MATCHED,score=1.00,ea_overall=73,attrs_from_ea=29
SUN03,Dan Ballard,SUN,MATCHED,score=1.00,ea_overall=73,attrs_from_ea=25
SUN04,Nordi Mukiele,SUN,MATCHED,score=1.00,ea_overall=79,attrs_from_ea=25
SUN05,Omar Alderete,SUN,MATCHED,score=1.00,ea_overall=78,attrs_from_ea=25
SUN06,Kevin Danso,SUN,MATCHED,score=1.00,ea_overall=79,attrs_from_ea=25
SUN07,Trai Hume,SUN,MATCHED,score=1.00,ea_overall=74,attrs_from_ea=25
SUN08,Thomas Meunier,SUN,MATCHED,score=1.00,ea_overall=76,attrs_from_ea=25
SUN09,Reinildo,SUN,MATCHED,score=1.00,ea_overall=79,attrs_from_ea=25
SUN10,Dennis Cirkin,SUN,MATCHED,score=1.00,ea_overall=72,attrs_from_ea=25
SUN11,Granit Xhaka,SUN,MATCHED,score=1.00,ea_overall=85,attrs_from_ea=25
SUN12,Noah Sadiki,SUN,MATCHED,score=1.00,ea_overall=74,attrs_from_ea=25
SUN13,Habib Diarra,SUN,MATCHED,score=1.00,ea_overall=77,attrs_from_ea=25
SUN14,Enzo Le Fee,SUN,AMBIGUOUS(2),,
SUN14,Enzo Le Fee,SUN,MATCHED,score=1.00,ea_overall=76,attrs_from_ea=25
SUN15,Chemsdine Talbi,SUN,MATCHED,score=1.00,ea_overall=73,attrs_from_ea=25
SUN16,Romaine Mundle,SUN,MATCHED,score=1.00,ea_overall=71,attrs_from_ea=25
SUN17,Malick Fofana,SUN,MATCHED,score=1.00,ea_overall=78,attrs_from_ea=25
SUN18,Simon Adingra,SUN,MATCHED,score=1.00,ea_overall=76,attrs_from_ea=25
SUN19,Wilson Isidor,SUN,MATCHED,score=1.00,ea_overall=72,attrs_from_ea=25
SUN20,Eliezer Mayenda,SUN,MATCHED,score=1.00,ea_overall=71,attrs_from_ea=25
SUN21,Brian Brobbey,SUN,MATCHED,score=1.00,ea_overall=77,attrs_from_ea=25
TOT01,Guglielmo Vicario,TOT,MATCHED,score=1.00,ea_overall=82,attrs_from_ea=29
TOT02,Martin Dubravka,TOT,MATCHED,score=1.00,ea_overall=77,attrs_from_ea=29
TOT03,Antonin Kinsky,TOT,MATCHED,score=1.00,ea_overall=75,attrs_from_ea=29
TOT04,Cristian Romero,TOT,MATCHED,score=1.00,ea_overall=82,attrs_from_ea=25
TOT05,Micky van de Ven,TOT,AMBIGUOUS(2),,
TOT05,Micky van de Ven,TOT,MATCHED,score=1.00,ea_overall=82,attrs_from_ea=25
TOT06,Radu Dragusin,TOT,AMBIGUOUS(2),,
TOT06,Radu Dragusin,TOT,MATCHED,score=1.00,ea_overall=75,attrs_from_ea=25
TOT07,Marcos Senesi,TOT,MATCHED,score=1.00,ea_overall=78,attrs_from_ea=25
TOT08,Pedro Porro,TOT,MATCHED,score=1.00,ea_overall=82,attrs_from_ea=25
TOT09,Andy Robertson,TOT,MATCHED,score=0.90,ea_overall=82,attrs_from_ea=25
TOT10,Destiny Udogie,TOT,MATCHED,score=1.00,ea_overall=80,attrs_from_ea=25
TOT11,Djed Spence,TOT,MATCHED,score=1.00,ea_overall=78,attrs_from_ea=25
TOT12,Rodrigo Bentancur,TOT,AMBIGUOUS(2),,
TOT12,Rodrigo Bentancur,TOT,MATCHED,score=1.00,ea_overall=80,attrs_from_ea=25
TOT13,Joao Palhinha,TOT,MATCHED,score=1.00,ea_overall=83,attrs_from_ea=25
TOT14,Pape Matar Sarr,TOT,MATCHED,score=1.00,ea_overall=79,attrs_from_ea=25
TOT15,Lucas Bergvall,TOT,MATCHED,score=1.00,ea_overall=77,attrs_from_ea=25
TOT16,Xavi Simons,TOT,AMBIGUOUS(2),,
TOT16,Xavi Simons,TOT,MATCHED,score=0.96,ea_overall=67,attrs_from_ea=25
TOT17,James Maddison,TOT,MATCHED,score=1.00,ea_overall=84,attrs_from_ea=25
TOT18,Dejan Kulusevski,TOT,MATCHED,score=1.00,ea_overall=83,attrs_from_ea=25
TOT19,Archie Gray,TOT,MATCHED,score=1.00,ea_overall=75,attrs_from_ea=25
TOT20,Mohammed Kudus,TOT,MATCHED,score=1.00,ea_overall=80,attrs_from_ea=25
TOT21,Wilson Odobert,TOT,MATCHED,score=1.00,ea_overall=75,attrs_from_ea=25
TOT22,Dominic Solanke,TOT,MATCHED,score=1.00,ea_overall=80,attrs_from_ea=25
TOT23,Richarlison,TOT,MATCHED,score=1.00,ea_overall=78,attrs_from_ea=25
